,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,id_str,name,screen_name,description,years_online,statuses_count,tweets_per_year,location,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,live_following,follow_request_sent,notifications,muting,blocking,blocked_by,translator_type,withheld_in_countries,year_created,friend_ratio
27,27,35,35,7080,7477752.0,7477752.0,Shawndra 🦇🦔,Shawndrarara,*Teensy* bit geeky. Raised to love music. Do a bit of 📷 Adore living in the UK but still have a heart full of Colorado. ❤️🐝s Hella-progressive. 🏳️‍🌈🇪🇺,15.0,70763.0,4717.533333333334,"MK-ish, England",https://t.co/uYgFiaUfO8,"{'url': {'urls': [{'url': 'https://t.co/uYgFiaUfO8', 'expanded_url': 'http://denshblon.tumblr.com/', 'display_url': 'denshblon.tumblr.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1276.0,4692.0,51.0,Sat Jul 14 22:18:37 +0000 2007,111332.0,,,False,False,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1273396118324482053/BykBe93J_normal.jpg,https://pbs.twimg.com/profile_images/1273396118324482053/BykBe93J_normal.jpg,https://pbs.twimg.com/profile_banners/7477752/1396990076,3E0461,FFFFFF,155174,4D0F24,True,False,False,False,False,False,False,False,False,False,False,none,[],2007.0,0.2719522591645353
28,28,36,36,7177,19105611.0,19105611.0,George Mathew,GeorgeMathew,"Conductor, മലയാളി, migrant, making transnational #SocialImpact & #PublicDiplomacy via Music, Artistic Dir. of @music4lifeintl | Mr. @bowiesnodgrass He/Him",13.0,48384.0,3721.846153846154,NYC and NJ,https://t.co/VXyGCFW4b7,"{'url': {'urls': [{'url': 'https://t.co/VXyGCFW4b7', 'expanded_url': 'http://www.music4lifeinternational.org', 'display_url': 'music4lifeinternational.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,2250.0,4933.0,208.0,Sat Jan 17 09:03:35 +0000 2009,3776.0,,,True,False,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/853201509529636865/_AxVNmM6_normal.jpg,https://pbs.twimg.com/profile_images/853201509529636865/_AxVNmM6_normal.jpg,https://pbs.twimg.com/profile_banners/19105611/1479735622,FF0000,FFFFFF,7AC3EE,3D1957,True,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.4561118994526657
29,29,37,37,7353,40740086.0,40740086.0,Beckachu,beckycheung,London based musician with an interest in beauty and gaming 🎵 she/her🎵,13.0,49908.0,3839.0769230769233,"London, England, UK",https://t.co/FONk9SAg30,"{'url': {'urls': [{'url': 'https://t.co/FONk9SAg30', 'expanded_url': 'https://linktr.ee/RebeccaBeckachu', 'display_url': 'linktr.ee/RebeccaBeckachu', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1035.0,1197.0,15.0,Sun May 17 21:23:39 +0000 2009,28259.0,,,True,False,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1555284985418055690/-DXL9uGv_normal.jpg,https://pbs.twimg.com/profile_images/1555284985418055690/-DXL9uGv_normal.jpg,https://pbs.twimg.com/profile_banners/40740086/1659643859,FF0000,FFFFFF,7AC3EE,3D1957,True,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.8646616541353384
30,30,38,38,7401,19554530.0,19554530.0,Festive AF,alflavor,"snack food flavour designer, yes really. Lover of live music, new band supporter. Lottery Winners and James super fan.",13.0,68587.0,5275.923076923077,never you mind,https://t.co/56WqgCqiKT,"{'url': {'urls': [{'url': 'https://t.co/56WqgCqiKT', 'expanded_url': 'https://share.octopus.energy/reed-thyme-259', 'display_url': 'share.octopus.energy/reed-thyme-259', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1040.0,3186.0,35.0,Mon Jan 26 20:18:06 +0000 2009,53388.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1581370032398925826/YfRE6yA5_normal.jpg,https://pbs.twimg.com/profile_images/1581370032398925826/YfRE6yA5_normal.jpg,https://pbs.twimg.com/profile_banners/19554530/1665076641,4A913C,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.3264281230382925
31,31,40,40,7502,59096088.0,59096088.0,Haider Bahrani 🎧 #PlaysGuitar,HaiderBahrani,"@Sonneteerhifi cofounder. https://t.co/Ee2iSZ9fmA I'am one being held. Baghdad 1971 or Aberdare? Ex @ArcamUk #GuruJosh Used to write for a magazine,now just #music",13.0,37643.0,2895.615384615385,"Guildford, UK",https://t.co/odrLDtoZXs,"{'url': {'urls': [{'url': 'https://t.co/odrLDtoZXs', 'expanded_url': 'https://soundcloud.com/haider-bahrani', 'display_url': 'soundcloud.com/haider-bahrani', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/Ee2iSZ9fmA', 'expanded_url': 'http://sonneteer.com', 'display_url': 'sonneteer.com', 'indices': [26, 49]}]}}",False,2099.0,4976.0,32.0,Wed Jul 22 10:56:45 +0000 2009,3077.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1335936421237051392/iwUSxUzO_normal.jpg,https://pbs.twimg.com/profile_images/1335936421237051392/iwUSxUzO_normal.jpg,https://pbs.twimg.com/profile_banners/59096088/1607347038,DD3333,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.4218247588424437
32,32,41,41,7524,226375114.0,226375114.0,Minal,MinalCEO,"🚀travel 🎤events music radio art 🌍culture communities 🥗healthy eating 🥊fitness boxing 
🥘 food 🍸drink 🛠 solutions focused",12.0,25812.0,2151.0,The Universe ,,{'description': {'urls': []}},False,1006.0,2139.0,21.0,Tue Dec 14 01:01:29 +0000 2010,27200.0,,,True,False,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1509799263869489163/hsOL7aJP_normal.jpg,https://pbs.twimg.com/profile_images/1509799263869489163/hsOL7aJP_normal.jpg,https://pbs.twimg.com/profile_banners/226375114/1648799219,FF0000,65B0DA,7AC3EE,3D1957,True,True,False,False,False,False,False,False,False,False,False,none,[],2010.0,0.4703132304815335
33,33,45,46,8762,2854482285.0,2854482285.0,You can do it,Nubilasoles,"#Kindness music and good books = ❤️  
Ace💜 | 30s | RefugeesWelcome BLM LoveWins 🏳️‍🌈 FreePalestine Louie Nature INFJ Nerd Tolkien #BrokenRecord Fan Account",8.0,75657.0,9457.125,The Milky Way,,{'description': {'urls': []}},False,895.0,1827.0,102.0,Sat Nov 01 09:00:18 +0000 2014,29634.0,,,False,False,,False,False,False,DD5E44,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1565687785352200193/p1rXjMWH_normal.jpg,https://pbs.twimg.com/profile_images/1565687785352200193/p1rXjMWH_normal.jpg,https://pbs.twimg.com/profile_banners/2854482285/1661953490,9266CC,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2014.0,0.4898741105637657
34,34,48,51,9937,302884843.0,302884843.0,Donna-Lee DePrille,DLDePrille,"Professional musician, singer/songwriter, saxophonist, Glass/paint artist, Jeopardy contestant, biologist, gardener, Dog lover, loud liberal☮️ 🌊🎵🎤🎷🐶🎨🧜‍♀️",11.0,42360.0,3850.909090909091,"Westfield, MA",https://t.co/5ZGmY92hIf,"{'url': {'urls': [{'url': 'https://t.co/5ZGmY92hIf', 'expanded_url': 'http://www.roaringborealis.com', 'display_url': 'roaringborealis.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,2230.0,4962.0,13.0,Sat May 21 22:50:29 +0000 2011,158733.0,,,True,False,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1390810847371534336/03ORdiaU_normal.jpg,https://pbs.twimg.com/profile_images/1390810847371534336/03ORdiaU_normal.jpg,https://pbs.twimg.com/profile_banners/302884843/1355857422,13AD13,E84A0C,EDE60C,3D1957,True,True,False,False,False,False,False,False,False,False,False,none,[],2011.0,0.4494155582426441
35,35,49,52,9985,1.170266865593213e+18,1.170266865593213e+18,B E C C A,rebeccarosecook,"music, media & marketing gal x producer @bbcintroducing in the north east 🎧 #INTRONE",3.0,8165.0,2721.6666666666665,"Newcastle Upon Tyne, England",https://t.co/xsJPQ5fQJz,"{'url': {'urls': [{'url': 'https://t.co/xsJPQ5fQJz', 'expanded_url': 'http://instagram.com/rebeccarosecook', 'display_url': 'instagram.com/rebeccarosecook', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,813.0,1622.0,8.0,Sat Sep 07 09:25:52 +0000 2019,20882.0,,,True,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1598485928636456961/JUmQgwT6_normal.jpg,https://pbs.twimg.com/profile_images/1598485928636456961/JUmQgwT6_normal.jpg,https://pbs.twimg.com/profile_banners/1170266865593212928/1633295255,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2019.0,0.501233045622688
36,36,51,54,10431,173594616.0,173594616.0,Barry Phillips,bap47,"🇪🇺 🇺🇦 IT Mgr. Astro/physics, cosmology, cricket, music, history, languages and humanity. Retweets: not endorsements. Likes: reaction - may be good or bad.",12.0,36638.0,3053.166666666666,"Taunton, Somerset",,{'description': {'urls': []}},False,338.0,1012.0,17.0,Sun Aug 01 22:00:04 +0000 2010,113575.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2842242986/2a168b07f8ff9c008f1ca6ddc2a8043c_normal.jpeg,https://pbs.twimg.com/profile_images/2842242986/2a168b07f8ff9c008f1ca6ddc2a8043c_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2010.0,0.3339920948616601
37,37,52,55,10503,1.17315123344563e+18,1.17315123344563e+18,Kate Clayton-Hathway,kateinreallife1,"Regular human rights campaigner, constant feminist, animal lover and music lover not necessarily in that order…",3.0,12322.0,4107.333333333333,"Oxford, England",,{'description': {'urls': []}},False,242.0,700.0,1.0,Sun Sep 15 08:27:25 +0000 2019,14184.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1546429845684502528/MXF3Fl65_normal.jpg,https://pbs.twimg.com/profile_images/1546429845684502528/MXF3Fl65_normal.jpg,https://pbs.twimg.com/profile_banners/1173151233445629952/1657533516,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2019.0,0.3457142857142857
38,38,53,56,10552,3170321176.0,3170321176.0,Steel Pan Trust,SteelPanTrust,"Keeping the rich culture & heritage of the Caribbean. We do this by providing inclusive music workshops, public performances & educational projects.",7.0,15922.0,2274.5714285714284,,https://t.co/rFoknl4ys0,"{'url': {'urls': [{'url': 'https://t.co/rFoknl4ys0', 'expanded_url': 'http://www.steelpantrust.org', 'display_url': 'steelpantrust.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,2614.0,2862.0,13.0,Wed Apr 15 14:45:40 +0000 2015,1426.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1225492293723082752/RZh-oGHO_normal.jpg,https://pbs.twimg.com/profile_images/1225492293723082752/RZh-oGHO_normal.jpg,https://pbs.twimg.com/profile_banners/3170321176/1660687330,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2015.0,0.9133473095737248
39,39,54,57,10608,83867434.0,83867434.0,Ian Dennis / Indent Design,IndentDesign,Barnsley-born designer & occasional musician #OYes by Ians McMillan & Dennis. ID’s NT voted 10 in https://t.co/VQuC4o0dmL,13.0,39863.0,3066.384615384615,"Reading, Berkshire",https://t.co/Maufjah5tR,"{'url': {'urls': [{'url': 'https://t.co/Maufjah5tR', 'expanded_url': 'http://www.indentdesign.co.uk', 'display_url': 'indentdesign.co.uk', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/VQuC4o0dmL', 'expanded_url': 'http://www.creativereview.co.uk/landing-page/top-20-logos/', 'display_url': 'creativereview.co.uk/landing-page/t…', 'indices': [98, 121]}]}}",False,1213.0,3633.0,36.0,Tue Oct 20 15:43:08 +0000 2009,31189.0,,,True,False,,False,False,False,FF9100,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1479196491956822026/0eg660Rc_normal.jpg,https://pbs.twimg.com/profile_images/1479196491956822026/0eg660Rc_normal.jpg,https://pbs.twimg.com/profile_banners/83867434/1483391657,404040,737373,9C9C9C,141414,False,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.3338838425543628
40,40,55,58,10928,18779983.0,18779983.0,Rei Nishimoto,rei_nishimoto,"freelance music journalist/marketing writer/social media. Tattoos, rock/metal and more. Tweet me don't spam me. Instagram/👻/masto.ai: reinishimoto",13.0,86560.0,6658.461538461538,,https://t.co/NU7ghJzBwk,"{'url': {'urls': [{'url': 'https://t.co/NU7ghJzBwk', 'expanded_url': 'http://www.instagram.com/reinishimoto', 'display_url': 'instagram.com/reinishimoto', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3404.0,4783.0,210.0,Thu Jan 08 21:24:03 +0000 2009,23890.0,,,False,False,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/2589500609/oeeuyeod4rccls5ymsx5_normal.jpeg,https://pbs.twimg.com/profile_images/2589500609/oeeuyeod4rccls5ymsx5_normal.jpeg,https://pbs.twimg.com/profile_banners/18779983/1353522383,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.7116872255906335
41,41,56,59,11065,8.000076090802872e+17,8.000076090802872e+17,Fred Irwin,fredwin,"Sweary Twitter for a sweary musician.
Views my own, not those of my publishers/employers etc. 
Search Fred Irwin on Bandcamp and all major streaming platforms.",6.0,12793.0,2132.1666666666665,United Kingdom,https://t.co/cGmJ2W060z,"{'url': {'urls': [{'url': 'https://t.co/cGmJ2W060z', 'expanded_url': 'https://fredirwin.com', 'display_url': 'fredirwin.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,299.0,1195.0,1.0,Sat Nov 19 16:07:32 +0000 2016,52985.0,,,False,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1567936447491018757/bj-AFOlZ_normal.jpg,https://pbs.twimg.com/profile_images/1567936447491018757/bj-AFOlZ_normal.jpg,https://pbs.twimg.com/profile_banners/800007609080287232/1635929290,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2016.0,0.2502092050209205
42,42,57,60,11079,151833703.0,151833703.0,Biggoss 🔌,DJBiggoss,Send radio edited music to djbiggoss@gmail.com,12.0,42918.0,3576.5,"Birmingham, England",https://t.co/HtoTkwwSaP,"{'url': {'urls': [{'url': 'https://t.co/HtoTkwwSaP', 'expanded_url': 'https://open.spotify.com/show/3iGCl2t6v3n1IaeRuMuODm?si=Y47DAkp-TgykggQZcYnfmg', 'display_url': 'open.spotify.com/show/3iGCl2t6v…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,4754.0,4105.0,30.0,Fri Jun 04 10:49:55 +0000 2010,3853.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1075413002118152192/LCzIzWvY_normal.jpg,https://pbs.twimg.com/profile_images/1075413002118152192/LCzIzWvY_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2010.0,1.1580998781973204
43,43,58,61,11158,2417129784.0,2417129784.0,MusicCloseup.com 📷,MusicCloseup,"#Americana #rock #pop #punk #folk #country #music reviews.
London-based #musicphotographer available for live & location commissions.
Views mine, RTs/MTs not.",8.0,23929.0,2991.125,"London, UK",https://t.co/UsGVskm9OP,"{'url': {'urls': [{'url': 'https://t.co/UsGVskm9OP', 'expanded_url': 'http://musiccloseup.com', 'display_url': 'musiccloseup.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,862.0,485.0,37.0,Sat Mar 29 08:02:52 +0000 2014,44906.0,,,False,False,,False,False,False,9F111B,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1449362801294721026/Azfl8gVB_normal.jpg,https://pbs.twimg.com/profile_images/1449362801294721026/Azfl8gVB_normal.jpg,https://pbs.twimg.com/profile_banners/2417129784/1634390127,0F5170,000000,C0DFEC,333333,False,True,False,False,False,False,False,False,False,False,False,none,[],2014.0,1.777319587628866
44,44,59,62,11360,791030557.0,791030557.0,Ming Cooper,Mingcooper,"26, I like music and travel. I'm a child of the one true king. God is Good All the time & All the time God is Good. THE BEST IS YET TO COME!!!",10.0,20639.0,2063.9,"Derby, England",,{'description': {'urls': []}},False,505.0,3580.0,11.0,Thu Aug 30 07:14:09 +0000 2012,30338.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/498416132806963200/UlDcEhLu_normal.jpeg,https://pbs.twimg.com/profile_images/498416132806963200/UlDcEhLu_normal.jpeg,https://pbs.twimg.com/profile_banners/791030557/1436617350,3B94D9,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2012.0,0.1410614525139664
45,45,61,64,11769,703344121.0,703344121.0,Patrick Brannigan 💙💙 🎼🎶📸 recalibrate polity,PatrickJMB,"In Choirs @HousingRightsNI Board, Was @QUBelfast Trainer/Manager/Teacher (Ed Tech/ClinEd), User Advocate, Ulidia HA, An Dún/music/what resonates....",10.0,55537.0,5553.7,"Co Down, Belfast, Antrim",,{'description': {'urls': []}},False,1592.0,2385.0,12.0,Wed Jul 18 16:13:20 +0000 2012,124161.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1379092250324578308/vZCP_Kik_normal.jpg,https://pbs.twimg.com/profile_images/1379092250324578308/vZCP_Kik_normal.jpg,https://pbs.twimg.com/profile_banners/703344121/1606717742,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2012.0,0.6675052410901468
46,46,62,65,11771,42380788.0,42380788.0,Beth,EweniqueB,Sometimes I promote music & words circa 2002. DJ/Gig Promoter - Hiatus. Wales. UID Charity. Techf. Chelsea Speculative tweets. https://t.co/LlSpo57TDS,13.0,29431.0,2263.923076923077,Wales,,"{'description': {'urls': [{'url': 'https://t.co/LlSpo57TDS', 'expanded_url': 'http://www.burninglegacy.weebly.com', 'display_url': 'burninglegacy.weebly.com', 'indices': [127, 150]}]}}",False,1346.0,2494.0,0.0,Mon May 25 09:43:13 +0000 2009,13682.0,,,False,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1563643586146713602/23fS-JJw_normal.jpg,https://pbs.twimg.com/profile_images/1563643586146713602/23fS-JJw_normal.jpg,https://pbs.twimg.com/profile_banners/42380788/1661636711,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.5396952686447474
47,47,65,68,12245,2353948837.0,2353948837.0,tiff,tifftacks,help me piece it all together.  ~she/her~🏳️‍🌈 music biz,8.0,21905.0,2738.125,"London, England",,{'description': {'urls': []}},False,374.0,465.0,3.0,Fri Feb 21 00:06:49 +0000 2014,30603.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1599444105800687616/bLzJeIzH_normal.jpg,https://pbs.twimg.com/profile_images/1599444105800687616/bLzJeIzH_normal.jpg,https://pbs.twimg.com/profile_banners/2353948837/1664225400,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2014.0,0.8043010752688172
48,48,66,69,12309,20259176.0,20259176.0,I’m Still Benny From The Block,twitbenn,"Part-timer for @darwen_live @darwenmusic @whatsondarwen @cherrybombGB Supporting music, arts, humans, community. Buddhist, hippy 🙏🏼❤️ #ShopLocal",13.0,27779.0,2136.846153846154,Lancashire,,{'description': {'urls': []}},False,910.0,4079.0,4.0,Fri Feb 06 18:37:57 +0000 2009,49891.0,,,True,False,,False,False,False,2B2BC4,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1367989644537761795/Uh9O_YeX_normal.jpg,https://pbs.twimg.com/profile_images/1367989644537761795/Uh9O_YeX_normal.jpg,https://pbs.twimg.com/profile_banners/20259176/1613294400,A3A81E,FFFFFF,FFF7CC,0C3E53,False,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.2230938955626379
49,49,67,70,12889,7.239622107126948e+17,7.239622107126948e+17,Zena Young,ZGYoungZena,"I ❤️photography,Parent of two ADULT Children son actor/musician/ @dollythedancer dancer..  @reesfoundation Ambassador CEP",6.0,13822.0,2303.6666666666665,United Kingdom,,{'description': {'urls': []}},False,855.0,4804.0,9.0,Sat Apr 23 19:50:16 +0000 2016,32651.0,,,True,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1586286556956004353/mU2Qwl06_normal.jpg,https://pbs.twimg.com/profile_images/1586286556956004353/mU2Qwl06_normal.jpg,https://pbs.twimg.com/profile_banners/723962210712694784/1499342085,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2016.0,0.1779766860949209
50,50,68,71,13160,8.134172532197335e+17,8.134172532197335e+17,Anthony Sullivan,AnthonyOTRT,"'On The Right TRAX' music/entertainment column @TullTrib/ @midtrib, owner @aswrittenbyas ✍ Country Music ❤ Pop Music ❤ Vegetarian ❤",6.0,54443.0,9073.833333333334,"Offaly, Ireland",,{'description': {'urls': []}},False,1487.0,4980.0,11.0,Mon Dec 26 16:12:40 +0000 2016,76768.0,,,True,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1589239888007909377/KsT5C6DW_normal.jpg,https://pbs.twimg.com/profile_images/1589239888007909377/KsT5C6DW_normal.jpg,https://pbs.twimg.com/profile_banners/813417253219733504/1652990107,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2016.0,0.2985943775100401
51,51,70,73,13758,43110986.0,43110986.0,Tommie Travers,tommietravers,"MD for Sinbad the Panto & The Steamie at @TheBrunton // Producer of live events: music, concerts & theatre // Lover of food, wine, politics & history. 🎭",13.0,31473.0,2421.0,Edinburgh / East Lothian,https://t.co/aR6T30sCGn,"{'url': {'urls': [{'url': 'https://t.co/aR6T30sCGn', 'expanded_url': 'https://www.CaptivateEntertainment.co.uk', 'display_url': 'CaptivateEntertainment.co.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1081.0,948.0,21.0,Thu May 28 13:42:45 +0000 2009,29553.0,,,True,False,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1566513302540263424/NhurLhHz_normal.jpg,https://pbs.twimg.com/profile_images/1566513302540263424/NhurLhHz_normal.jpg,https://pbs.twimg.com/profile_banners/43110986/1609616631,8A0303,000000,0C0729,666666,False,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,1.140295358649789
52,52,73,77,14906,935601367.0,935601367.0,Dougie Bendall,DougieBendall,"Songwriting musician,  founding member of Scottish band The Drammed. RTs are not endorsements.",10.0,41015.0,4101.5,"Falkirk, Republic of Scotland ",,{'description': {'urls': []}},False,3503.0,3616.0,5.0,Thu Nov 08 22:35:11 +0000 2012,94920.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1390647974116700163/sQKqeA0S_normal.jpg,https://pbs.twimg.com/profile_images/1390647974116700163/sQKqeA0S_normal.jpg,https://pbs.twimg.com/profile_banners/935601367/1668629454,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2012.0,0.96875
53,53,74,78,14961,2270469272.0,2270469272.0,Laura Cooney,CountryGalLaura,"Small loud Northerner in London. Sometimes write @Ent_Focus & podcast @CountryMonthly. Running, books, travel, food, (mostly country) music. Own views. She/her",9.0,20549.0,2283.222222222222,"London, England",https://t.co/hcTKbKLE86,"{'url': {'urls': [{'url': 'https://t.co/hcTKbKLE86', 'expanded_url': 'https://www.entertainment-focus.com/author/laura-cooney/', 'display_url': 'entertainment-focus.com/author/laura-c…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,2952.0,3216.0,51.0,Tue Dec 31 15:01:20 +0000 2013,106446.0,,,False,False,,False,False,False,5AD1D1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1501452914841300997/p6v0UwAt_normal.jpg,https://pbs.twimg.com/profile_images/1501452914841300997/p6v0UwAt_normal.jpg,https://pbs.twimg.com/profile_banners/2270469272/1620989906,FF1C39,FFFFFF,DDEEF6,333333,False,True,False,False,False,False,False,False,False,False,False,none,[],2013.0,0.917910447761194
54,54,75,79,15018,133852836.0,133852836.0,cat,catlazarra,wonderer. || intl marketing @empire || music pr &consultant. || prev. pr @wma,12.0,37755.0,3146.25,"London, UK",,{'description': {'urls': []}},False,665.0,724.0,7.0,Fri Apr 16 20:19:33 +0000 2010,24328.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1488095271943045125/IzRaKxG2_normal.jpg,https://pbs.twimg.com/profile_images/1488095271943045125/IzRaKxG2_normal.jpg,https://pbs.twimg.com/profile_banners/133852836/1474673387,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2010.0,0.9185082872928176
